last,first,state,cabc,caic,cbill,claw,cpass,sabc,saic,sbill,slaw,spass,ssabc,ssaic,ssbill,sslaw,sspass,congress,cgnum,icpsr,year,dem,majority,elected,female,afam,latino,votepct,dwnom1,chair,subchr,seniority,state_leg,state_leg_prof,maj_leader,min_leader,allbill,allaic,allabc,allpass,alllaw,les,lagles,meddist,power,up_for_reelection,freshman,majparty_dist,deleg_size,benchmark,expectation,cong_icpsr,icpsr_2,name,party,count_co_by_mem_sn,count_spon_by_mem_sn,count_dem_co_sn,count_rep_co_sn,count_spon_cosponsored_SN,mean_cospon_spon_SN,mean_pct_cospon_opp_spon_SN,count_opposing_co_spon_sn,cong,cong_icpsr_2,count_co_by_mem_sn_nc,count_spon_by_mem_sn_nc,count_dem_co_sn_nc,count_rep_co_sn_nc,count_spon_cosponsored_SN_nc,mean_cospon_spon_SN_nc,mean_pct_cospon_opp_spon_SN_nc,count_opposing_co_spon_sn_nc,mean_prop_cospon_opp_spon_SN_ss,prop_co_bipart_ss,votepct_sq,perc_co_bipart,mean_prop_cospon_opp_spon_SN,prop_co_bipart,pct_aic,pct_abc,pct_pass,pct_law,gridlock,post1994,bipart_sq,prop_spon_bi_cospon,prop_spon_bi_cospon_all,count_spon_no_cospon,prop_spon_no_cospon,mean_prop_cospon_opp_spon_SN_nc,perc_co_bipart_nc,prop_co_bipart_nc,normbipart,time,majsize,majmargin,demmd,repmd,ptydiff,normptydiff,normvotepct,nonclaw
Long,Russell,LA,0,0,0,0,0,2,0,16,1,2,0,0,2,0,0,93,59,5767,1972,1,1,1948,0,0,0,87,-0.12600000202655792,1,1,13,0,0,0,0,18,0,2,2,1,0.32670456171035767,NA,2.0265600308988496e-9,1,1,0,0.18750879168510437,8,2.479926109313965,1,93.5767,5767,443,100,22,18,19,3,11,3.09090909090909,3.03030303030303,1,93,93.5767,22,18,19,3,11,3.09090909090909,3.03030303030303,1,0.166666666666667,0,7569,13.636364,0.030303031,0.13636364,0,11.111111,100,50,94.44444,0,9.182737e-4,0.09090909,0.055555556,7,0.3888889,0.030303031,13.636364,0.13636364,-1.7412854,0,58,8,-0.332,0.26,0.592,-0.8384294,2.8883865,1
Brooke,Edward,MA,0,0,11,0,0,1,0,13,0,1,0,0,0,0,0,93,14,11201,1972,0,0,1966,0,1,0,35,-0.17299999296665192,0,0,4,0,0,0,0,24,0,1,1,0,0.16018787026405334,NA,0.04699999466538429,1,0,0,0.14050880074501038,12,0.4611360728740692,1,93.11201,11201,86,200,136,24,103,28,7,5,78.8571428571429,6,93,93.11201,136,13,103,28,7,5,78.8571428571429,6,NA,0.868421052631579,1225,75.73529,0.7885714,0.7573529,0,4.1666665,100,0,100,0,0.6218449,0.85714287,0.25,17,0.7083333,0.7885714,75.73529,0.7573529,2.007999,0,58,8,-0.332,0.26,0.592,-0.8384294,-2.622845,0
Kennedy,Edward,MA,0,0,0,0,0,1,0,60,0,1,13,0,22,6,9,93,57,10808,1972,1,1,1962,0,0,0,63,-0.4569999873638153,0,1,6,0,0,0,0,82,0,14,10,6,2.9922139644622803,NA,0.3310000002384186,0,0,0,0.14349119365215302,12,1.0739696025848389,3,93.10808,10808,405,100,195,80,156,31,54,7.59259259259259,36.4367965490817,43,93,93.10808,193,80,155,30,54,7.59259259259259,36.4367965490817,43,0.2413782416414,0.109090909090909,3969,15.897436,0.36436796,0.15897436,0,17.073172,71.42857,60,92.68293,0,0.13276401,0.7962963,0.5375,26,0.325,0.36436796,15.544042,0.15544042,-0.08948984,0,58,8,-0.332,0.26,0.592,-0.8384294,0.34474128,6
Beall,J.,MD,0,0,10,0,0,1,0,37,0,1,1,0,1,0,1,93,7,12002,1972,0,0,1970,0,0,0,51,0.1710000038146973,0,0,2,1,0.25200000405311584,0,0,48,0,2,2,0,0.4521317183971405,NA,0.296999990940094,0,0,0,0.4845088124275207,8,0.37378644943237305,2,93.12002,12002,39,200,135,48,67,68,21,5.33333333333333,24.9489795918367,11,93,93.12002,133,38,67,66,21,5.33333333333333,24.9489795918367,11,0.5,0.8,2601,49.62963,0.2494898,0.49629632,0,4.1666665,100,0,100,0,0.06224516,0.52380955,0.22916667,27,0.5625,0.2494898,50.37594,0.5037594,-0.6575089,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.92708135,0
Mathias,Charles,MD,1,0,30,0,1,4,0,33,1,4,0,0,0,0,0,93,62,10535,1972,0,0,1968,0,0,0,48,-0.08299999684095383,0,0,3,1,0.25200000405311584,0,0,63,0,5,5,1,0.5898664593696594,NA,0.0430000014603138,1,1,0,0.23050880432128903,8,0.4174612760543823,2,93.10535,10535,463,200,140,63,90,45,21,6.71428571428571,50.8328972614687,15,93,93.10535,139,33,90,44,21,6.71428571428571,50.8328972614687,15,NA,0.939393939393939,2304,64.28571,0.508329,0.64285713,0,7.9365077,100,20,98.4127,0,0.25839835,0.71428573,0.23809524,42,0.6666667,0.508329,64.7482,0.647482,0.62233037,0,58,8,-0.332,0.26,0.592,-0.8384294,-1.245037,1
Hathaway,William,ME,0,0,0,0,0,2,0,37,0,2,0,0,0,0,0,93,46,10736,1972,1,1,1972,0,0,0,53,-0.4600000083446502,0,1,1,0,0,0,0,37,0,2,2,0,0.3611693382263184,NA,0.33400002121925354,0,0,1,0.14649121463298798,2,0.8555955290794373,1,93.10736,10736,329,100,170,37,138,29,8,2.625,23.9583333333333,3,93,93.10736,170,37,138,29,8,2.625,23.9583333333333,3,NA,0.104166666666667,2809,17.058823,0.23958333,0.17058823,0,5.4054055,100,0,100,0,0.05740017,0.375,0.08108108,29,0.7837838,0.23958333,17.058823,0.17058823,-0.70649177,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.7151109,0
Muskie,Edmund,ME,0,0,1,0,0,2,0,24,1,2,2,0,3,1,2,93,73,6831,1972,1,1,1958,0,0,0,62,-0.3889999985694885,0,1,8,1,0.18000000715255737,0,0,28,0,4,4,2,0.7959243655204773,NA,0.2630000114440918,1,0,0,0.07549119740724564,2,1.1613192558288574,2,93.6831,6831,523,100,120,28,96,20,20,10.4,29.8650271512114,15,93,93.6831,120,27,96,20,20,10.4,29.8650271512114,15,0.5,0.0555555555555556,3844,16.666666,0.29865026,0.16666666,0,14.285714,100,50,92.85714,0,0.08919198,0.75,0.53571427,8,0.2857143,0.29865026,16.666666,0.16666666,-0.41443327,0,58,8,-0.332,0.26,0.592,-0.8384294,0.23875608,2
Griffin,Robert,MI,4,0,7,0,4,0,0,12,0,0,0,0,0,0,0,93,39,3824,1972,0,0,1966,0,0,0,52,0.328000009059906,0,0,4,0,0,0,1,19,0,4,4,0,0.13581454753875732,NA,0.45399999618530273,1,0,0,0.6415088176727295,19,0.4611360728740692,1,93.3824,3824,301,200,34,19,23,10,6,1.83333333333333,31.6666666666667,3,93,93.3824,33,12,23,9,6,1.83333333333333,31.6666666666667,3,NA,0.818181818181818,2704,67.64706,0.31666666,0.6764706,0,21.052631,100,0,100,0,0.100277774,0.5,0.15789473,13,0.68421054,0.31666666,69.69697,0.6969697,-0.32535055,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.8210961,0
Hart,Philip,MI,0,0,12,0,0,1,0,29,0,1,2,0,4,1,2,93,42,4148,1972,1,1,1958,0,0,0,67,-0.460999995470047,0,1,8,0,0,0,0,45,0,3,3,1,0.7159395813941956,NA,0.33500000834465027,0,0,0,0.1474912017583847,19,1.1613192558288574,2,93.4148,4148,315,100,231,44,182,40,16,3.9375,47.5789835164835,11,93,93.4148,231,32,182,40,16,3.9375,47.5789835164835,11,0.340659340659341,0.0222222222222222,4489,17.316017,0.47578984,0.17316017,0,6.6666665,100,33.333332,97.77778,0,0.22637598,0.6875,0.25,28,0.6363636,0.47578984,17.316017,0.17316017,0.46143952,0,58,8,-0.332,0.26,0.592,-0.8384294,0.7686822,1
Humphrey,Hubert,MN,0,0,23,0,0,2,0,58,1,2,7,0,8,2,7,93,52,4728,1972,1,1,1970,0,0,0,58,-0.34700000286102295,0,1,2,0,0,0,0,89,0,9,9,3,1.8986865282058716,NA,0.22100000083446503,1,0,0,0.03349120169878006,8,0.8992703557014465,3,93.4728,4728,363,100,379,88,267,101,36,8.72222222222222,23.2284838679037,21,93,93.4728,376,65,266,99,34,9.17647058823529,21.6536888013098,20,0.235769296688837,0.112676056338028,3364,26.649076,0.23228484,0.26649076,0,10.11236,100,33.333332,96.62921,0,0.053956248,0.5833333,0.23863636,52,0.59090906,0.2165369,26.329786,0.26329786,-0.7425794,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.18518479,3
Mondale,Walter,MN,4,0,38,0,4,0,0,57,0,0,5,0,7,2,3,93,70,10813,1972,1,1,1964,0,0,0,57,-0.4189999997615814,0,1,5,0,0,0,0,102,0,9,7,2,1.340453028678894,NA,0.2930000126361847,1,0,0,0.10549119859933852,8,1.0302947759628296,2,93.10813,10813,503,100,248,102,203,39,46,9.93478260869565,24.111010134518,33,93,93.10813,247,64,202,39,46,9.93478260869565,24.111010134518,33,0.33015873015873,0.0952380952380952,3249,15.725806,0.2411101,0.15725806,0,8.823529,77.77778,28.571428,98.039215,0,0.058134083,0.7173913,0.32352942,56,0.54901963,0.2411101,15.789474,0.15789473,-0.6989426,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.29117,2
Eagleton,Thomas,MO,0,0,7,0,0,6,0,28,3,6,3,0,6,3,3,93,31,12104,1972,1,1,1968,0,0,0,51,-0.3639999926090241,1,1,3,0,0,0,0,41,0,9,9,6,1.6862415075302124,NA,0.23799999058246613,1,1,0,0.05049119144678116,10,2.043178081512451,2,93.12104,12104,229,100,123,40,95,21,14,6.07142857142857,22.4348072562358,8,93,93.12104,122,33,94,21,13,6.46153846153846,24.1605616605617,8,0.15625,0.0930232558139535,2601,17.073172,0.22434807,0.17073172,0,21.95122,100,66.666664,85.36585,0,0.050332054,0.5714286,0.2,26,0.65,0.24160561,17.213116,0.17213115,-0.78182304,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.92708135,6
Symington,Stuart,MO,0,0,2,0,0,2,0,7,2,2,5,0,5,4,4,93,94,9141,1972,1,1,1952,0,0,0,51,-0.3319999873638153,0,1,11,0,0,0,0,14,0,7,6,6,1.536920189857483,NA,0.2059999853372574,1,0,0,0.01849118806421756,10,1.2923436164855957,2,93.9141,9141,675,100,33,14,24,5,6,12.6666666666667,29.6153846153846,3,93,93.9141,30,12,22,4,6,12.6666666666667,29.6153846153846,3,0.5,0.0909090909090909,2601,15.151515,0.29615384,0.15151516,0,50,85.71429,100,57.142857,0,0.0877071,0.5,0.21428572,8,0.5714286,0.29615384,13.333333,0.13333333,-0.42677692,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.92708135,6
Eastland,James,MS,5,0,9,0,5,5,0,18,1,5,2,0,2,0,2,93,32,2822,1972,1,1,1942,0,0,0,58,0.06400000303983688,1,1,16,1,0.1850000023841858,1,0,29,0,12,12,1,0.8801036477088928,NA,0.1899999976158142,0,0,0,0.3775087893009186,5,2.610950469970703,1,93.2822,2822,232,100,64,29,35,26,13,8.84615384615385,54.2149051023631,11,93,93.2822,63,20,35,25,13,8.84615384615385,54.2149051023631,11,0.485372340425532,0.25,3364,40.625,0.54214907,0.40625,0,41.37931,100,8.333333,96.55173,0,0.2939256,0.84615386,0.37931034,16,0.55172414,0.54214907,39.68254,0.3968254,0.789555,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.18518479,1
Stennis,John,MS,0,0,1,0,0,1,0,8,1,1,4,0,4,2,3,93,91,8883,1972,1,1,1947,0,0,0,88,-0.05000000074505806,1,1,14,1,0.1850000023841858,0,0,13,0,5,4,3,0.9777381420135498,NA,0.07599999755620956,1,0,0,0.26350879669189453,5,2.523600816726685,1,93.8883,8883,662,100,27,13,18,8,10,1.4,76,8,93,93.8883,26,12,18,7,10,1.4,76,8,0.5,0.125,7744,29.62963,0.76,0.2962963,0,38.46154,80,75,76.92308,0,0.5776,0.8,0.61538464,3,0.23076923,0.76,26.923077,0.26923075,1.8667264,0,58,8,-0.332,0.26,0.592,-0.8384294,2.9943717,3
Mansfield,Mike,MT,5,0,20,1,5,2,0,15,1,2,3,0,3,0,2,93,61,5967,1972,1,1,1952,0,0,0,61,-0.5339999794960022,0,1,11,0,0,1,0,38,0,10,9,2,0.7638130187988281,NA,0.4079999923706054,1,0,0,0.2204911857843399,2,1.2923436164855957,2,93.5967,5967,457,100,118,38,90,27,18,1.88888888888889,21.9907407407407,6,93,93.5967,116,18,89,26,13,2.07692307692308,25.3205128205128,5,0.222222222222222,0.111111111111111,3721,22.881355,0.2199074,0.22881356,0,26.31579,90,22.222221,94.73684,0,0.048359267,0.33333334,0.15789473,20,0.5263158,0.25320512,22.413794,0.22413793,-0.8037801,0,58,8,-0.332,0.26,0.592,-0.8384294,0.13277087,1
Metcalf,Lee,MT,0,0,4,0,0,1,0,36,0,0,4,0,4,1,3,93,68,6442,1972,1,1,1960,0,0,0,52,-0.49300000071525574,0,1,7,1,0.11400000005960464,0,0,44,0,5,3,1,0.9068862199783324,NA,0.367000013589859,0,0,0,0.17949120700359344,2,1.117644429206848,2,93.6442,6442,495,100,163,44,116,43,19,3.73684210526316,26.9674185463659,10,93,93.6442,159,40,112,43,18,3.88888888888889,28.4656084656085,10,0.654761904761905,0.0975609756097561,2704,26.380367,0.26967418,0.26380366,0,11.363636,60,33.333332,97.72727,0,0.07272416,0.5263158,0.22727273,25,0.5681818,0.28465608,27.044025,0.27044025,-0.55770653,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.8210961,1
Ervin,Sam,NC,1,0,12,0,1,6,0,33,3,3,9,0,13,2,8,93,33,2987,1972,1,1,1954,0,0,0,61,-0.00800000037997961,1,1,10,1,0.1899999976158142,0,0,58,0,16,12,5,2.297778367996216,NA,0.11800000071525574,1,1,0,0.3055087924003601,11,2.3489017486572266,2,93.2987,2987,238,100,61,58,41,19,28,14.2142857142857,36.577881812724,25,93,93.2987,60,46,40,19,28,14.2142857142857,36.577881812724,25,0.330576503599759,0.25,3721,31.147541,0.3657788,0.3114754,0,27.586206,75,41.666668,91.37931,0,0.13379413,0.89285713,0.43103448,30,0.51724136,0.3657788,31.666666,0.31666666,-0.08251388,0,58,8,-0.332,0.26,0.592,-0.8384294,0.13277087,5
Helms,Jesse,NC,0,0,5,0,0,1,0,10,0,1,1,0,1,0,1,93,47,14105,1972,0,0,1972,0,0,0,54,0.550000011920929,0,0,1,0,0,0,0,16,0,2,2,0,0.2790679931640625,NA,0.6759999990463257,0,0,1,0.8635088205337524,11,0.33011165261268616,2,93.14105,14105,348,200,93,16,28,61,7,7.71428571428571,27.5881261595547,5,93,93.14105,90,11,27,59,7,7.71428571428571,27.5881261595547,5,1,0.5,2916,30.107527,0.27588126,0.30107528,0,12.5,100,0,100,0,0.07611047,0.71428573,0.3125,9,0.5625,0.27588126,30,0.3,-0.5270154,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.6091257,0
Burdick,Quentin,ND,2,0,5,0,2,2,0,36,0,2,6,0,8,3,6,93,16,1252,1972,1,1,1960,0,0,0,61,-0.3449999988079071,0,1,7,0,0,0,0,49,0,10,10,3,1.7050840854644775,NA,0.2189999967813492,0,0,0,0.03149119764566421,1,1.117644429206848,3,93.1252,1252,102,100,141,49,107,30,28,4.10714285714286,51.2207534528963,21,93,93.1252,141,44,107,30,26,4.34615384615385,51.3146575646576,20,0.273989898989899,0.0681818181818182,3721,21.276596,0.5122075,0.21276596,0,20.408163,100,30,93.87755,0,0.26235652,0.75,0.42857143,21,0.42857143,0.5131466,21.276596,0.21276596,0.6415079,0,58,8,-0.332,0.26,0.592,-0.8384294,0.13277087,3
Young,Milton,ND,0,0,11,0,0,0,0,15,0,0,0,0,1,0,0,93,103,10450,1972,0,0,1946,0,0,0,65,0.1469999998807907,0,0,15,1,0.07699999958276749,0,0,27,0,0,0,0,0.11867228150367735,NA,0.27300000190734863,1,1,0,0.460508793592453,1,0.9415590167045592,1,93.1045,10450,744,200,116,27,56,59,6,2.66666666666667,59.4444444444444,5,93,93.1045,114,16,55,58,6,2.66666666666667,59.4444444444444,5,0.4,0.695652173913043,4225,48.275864,0.59444445,0.48275864,0,0,NA,NA,100,0,0.3533642,0.8333333,0.18518518,21,0.7777778,0.59444445,48.245613,0.48245612,1.0481313,0,58,8,-0.332,0.26,0.592,-0.8384294,0.55671173,0
Curtis,Carl,NE,0,0,5,0,0,1,0,44,0,1,1,0,1,0,1,93,27,2267,1972,0,0,1954,0,0,0,53,0.5090000033378601,0,0,10,0,0,0,0,50,0,2,2,0,0.4892168045043946,NA,0.6349999904632568,1,0,0,0.8225088119506836,3,0.7231849431991577,2,93.2267,2267,192,200,60,50,20,38,24,4.95833333333333,12.7535103785104,9,93,93.2267,57,45,20,35,24,4.95833333333333,12.7535103785104,9,NA,0.5,2809,33.333332,0.1275351,0.3333333,0,4,100,0,100,0,0.016265202,0.375,0.18,26,0.52,0.1275351,35.08772,0.3508772,-1.2605181,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.7151109,0
Hruska,Roman,NE,2,0,8,0,2,1,0,22,1,1,4,0,6,2,4,93,49,4660,1972,0,0,1954,0,0,0,53,0.4339999854564667,0,0,10,0,0,0,0,36,0,7,7,3,1.1957327127456665,NA,0.5600000023841858,1,0,0,0.7475087642669678,3,0.7231849431991577,3,93.466,4660,356,200,57,36,26,30,15,4.93333333333333,61.1197691197691,13,93,93.466,55,28,26,28,13,4.46153846153846,59.7535797535797,11,0.613333333333333,0.833333333333333,2809,45.614037,0.6111977,0.45614037,0,19.444445,100,42.857143,91.666664,0,0.37356263,0.8666667,0.3611111,21,0.5833333,0.5975358,47.272728,0.47272727,1.1309685,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.7151109,3
Cotton,Norris,NH,0,0,1,0,0,1,0,5,0,1,1,0,2,0,1,93,25,2087,1972,0,0,1954,0,0,0,59,0.4370000064373016,0,0,10,1,0.06199999898672104,0,1,8,0,2,2,0,0.25558075308799744,NA,0.5630000233650208,1,1,0,0.7505087852478027,2,0.7231849431991577,1,93.2087,2087,178,200,83,8,76,7,4,5.25,63.8888888888889,3,93,93.2087,83,7,76,7,4,5.25,63.8888888888889,3,NA,0.846153846153846,3481,91.56626,0.6388889,0.9156626,0,25,100,0,100,0,0.40817901,0.75,0.375,4,0.5,0.6388889,91.56626,0.9156626,1.2678884,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.079199575,0
McIntyre,Thomas,NH,1,0,4,0,1,0,0,19,0,0,1,0,2,1,1,93,67,10810,1972,1,1,1962,0,0,0,57,-0.31200000643730164,0,1,6,0,0,0,0,25,0,2,2,1,0.4340491890907288,NA,0.1860000044107437,1,0,0,0.00150879356078803,2,1.0739696025848389,1,93.1081,10810,487,100,132,25,100,31,14,9.57142857142857,31.877636111916,8,93,93.1081,131,21,100,30,14,9.57142857142857,31.877636111916,8,0.375,0.04,3249,23.484848,0.31877637,0.23484848,0,8,100,50,96,0,0.10161837,0.5714286,0.32,11,0.44,0.31877637,22.900763,0.22900763,-0.31491905,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.29117,1
Case,Clifford,NJ,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,93,20,1569,1972,0,0,1954,0,0,0,63,-0.25600001215934753,0,0,10,1,0.17499999701976776,0,0,15,0,0,0,0,0.08282336592674255,NA,0.1300000101327896,1,0,0,0.05750878900289535,15,0.7231849431991577,1,93.1569,1569,132,200,119,15,85,28,2,7,87.5,2,93,93.1569,119,13,85,28,2,7,87.5,2,NA,0.806451612903226,3969,71.42857,0.875,0.71428573,0,0,NA,NA,100,0,0.765625,1,0.13333334,13,0.8666667,0.875,71.42857,0.71428573,2.435348,0,58,8,-0.332,0.26,0.592,-0.8384294,0.34474128,0
Williams,Harrison,NJ,0,0,3,0,0,0,0,46,0,0,12,0,14,5,9,93,101,10147,1972,1,1,1958,0,0,0,55,-0.35499998927116394,1,1,8,0,0,0,0,63,0,12,9,5,2.54215145111084,NA,0.228999987244606,0,0,0,0.04149118810892105,15,2.261552095413208,2,93.10147,10147,732,100,211,63,163,44,44,9.04545454545454,39.4903780592859,36,93,93.10147,211,60,163,44,44,9.04545454545454,39.4903780592859,36,0.518745648235104,0.114285714285714,3025,20.85308,0.39490378,0.20853081,0,19.047619,75,55.555557,92.06349,0,0.155949,0.8181818,0.5714286,19,0.3015873,0.39490378,20.85308,0.20853081,0.06149557,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.50314045,5
Domenici,Pete,NM,1,0,5,1,1,2,0,33,2,2,0,0,0,0,0,93,29,14103,1972,0,0,1972,0,0,0,54,0.2070000022649765,0,0,1,0,0,0,0,38,0,3,3,3,0.5112157464027405,NA,0.3330000042915344,0,0,1,0.5205088257789612,2,0.33011165261268616,3,93.14103,14103,218,200,168,37,83,77,23,3.8695652173913,71.8944099378882,21,93,93.14103,167,32,83,76,21,4.14285714285714,69.2176870748299,19,NA,0.793103448275862,2916,49.404762,0.7189441,0.4940476,0,7.894737,100,100,92.10526,0,0.5168806,0.9130435,0.5675676,14,0.3783784,0.6921769,49.7006,0.497006,1.6637241,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.6091257,2
Montoya,Joseph,NM,0,0,6,0,0,0,0,25,0,0,1,0,1,0,0,93,71,6611,1972,1,1,1964,0,0,1,52,-0.2080000042915344,0,1,5,1,0.09200000017881392,0,0,32,0,1,0,0,0.23518730700016025,NA,0.0820000022649765,1,0,0,0.10550879687070848,2,1.0302947759628296,1,93.6611,6611,505,100,112,32,84,25,16,6.4375,42.9165466589862,12,93,93.6611,110,26,84,23,15,6.8,45.7776497695853,12,0.0625,0.04,2704,22.321428,0.42916545,0.22321428,0,3.125,0,NA,100,0,0.18418299,0.75,0.375,16,0.5,0.4577765,20.90909,0.2090909,0.2309036,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.8210961,0
Bible,Alan,NV,0,0,3,0,0,2,0,23,1,2,2,0,3,1,1,93,11,688,1972,1,1,1954,0,0,0,55,-0.20999999344348907,0,1,10,0,0,0,0,29,0,4,3,2,0.7206252813339233,NA,0.08399999141693115,1,1,0,0.1035088077187538,1,1.248668909072876,2,93.688,688,53,100,164,29,113,47,18,6.77777777777778,9.92530345471522,5,93,93.688,163,26,113,46,18,6.77777777777778,9.92530345471522,5,0.26218487394958,0.105263157894737,3025,28.658537,0.099253036,0.28658536,0,13.793103,75,66.666664,93.10345,0,0.009851165,0.2777778,0.1724138,11,0.37931034,0.099253036,28.22086,0.2822086,-1.4003597,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.50314045,2
Cannon,Howard,NV,1,0,3,0,1,8,0,15,5,7,5,0,5,4,5,93,19,1482,1972,1,1,1958,0,0,0,58,-0.19099999964237213,1,1,8,1,0.12999999523162842,0,0,23,0,14,13,9,2.2459089756011963,NA,0.06499999761581421,1,0,0,0.12250880151987076,1,2.261552095413208,2,93.1482,1482,122,100,113,23,92,18,10,1.8,6,2,93,93.1482,113,20,92,18,10,1.8,6,2,0.12,0.09375,3364,15.929204,0.06,0.15929204,0,60.869564,92.85714,69.23077,60.869564,0,0.0036,0.2,0.08695652,13,0.5652174,0.06,15.929204,0.15929204,-1.5944477,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.18518479,9
Buckley,James,NY,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,93,15,13100,1972,0,0,1970,0,0,0,39,0.4950000047683716,0,0,2,0,0,0,0,22,0,0,0,0,0.12608930468559265,NA,0.6209999918937683,0,0,0,0.8085088133811951,39,0.37378644943237305,1,93.131,13100,94,112,64,22,32,31,10,6.4,NA,NA,93,93.131,62,20,32,29,10,6.4,NA,NA,NA,NA,1521,50,NA,0.5,0,0,NA,NA,100,0,NA,NA,NA,12,0.54545456,NA,51.612904,0.516129,NA,0,58,8,-0.332,0.26,0.592,-0.8384294,-2.198904,0
Javits,Jacob,NY,2,0,9,0,2,3,0,70,1,2,4,0,14,1,3,93,55,4898,1972,0,0,1956,0,0,0,50,-0.1809999942779541,0,0,9,0,0,0,0,93,0,9,7,2,1.4764161109924316,NA,0.05499999597668648,1,1,0,0.1325087994337082,39,0.6795101165771484,3,93.4898,4898,381,200,252,92,179,66,39,9.48717948717949,69.0039995313829,34,93,93.4898,251,83,179,65,39,9.48717948717949,69.0039995313829,34,0.652483164983165,0.878378378378378,2500,71.031746,0.69004,0.71031743,0,9.67742,77.77778,28.571428,97.849464,0,0.4761552,0.8717949,0.36956522,53,0.57608694,0.69004,71.31474,0.7131474,1.5208068,0,58,8,-0.332,0.26,0.592,-0.8384294,-1.0330665,2
Metzenbaum,Howard,OH,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,93,69,14073,1972,1,1,NA,0,0,0,NA,-0.47600001096725464,0,0,1,1,0.35499998927116394,0,0,3,0,0,0,0,0.01854254305362701,NA,0.3500000238418579,0,1,1,0.16249121725559235,23,0.4209706783294678,1,93.14073,14073,496,100,60,2,43,12,2,22,14.3790849673203,2,93,93.14073,60,2,43,12,2,22,14.3790849673203,2,NA,0,NA,20,0.14379086,0.2,0,0,NA,NA,100,0,0.02067581,1,1,0,0,0.14379086,20,0.2,-1.180141,0,58,8,-0.332,0.26,0.592,-0.8384294,NA,0
Saxbe,William,OH,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,93,85,12108,1972,0,0,1968,0,0,0,52,0.24699999392032623,0,0,3,1,0.35499998927116394,0,0,9,0,0,0,0,0.04573827609419823,NA,0.37299999594688416,1,1,0,0.5605087876319885,23,0.4174612760543823,1,93.12108,12108,616,200,11,9,6,4,3,5,38.8888888888889,2,93,93.12108,11,7,6,4,3,5,38.8888888888889,2,NA,0.714285714285714,2704,54.545456,0.3888889,0.54545456,0,0,NA,NA,100,0,0.15123457,0.6666667,0.22222222,6,0.6666667,0.3888889,54.545456,0.54545456,0.03175477,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.8210961,0
Taft,Robert,OH,0,0,5,0,0,2,0,37,0,0,0,0,0,0,0,93,95,10630,1972,0,0,1970,0,0,0,50,0.2619999945163727,0,0,2,1,0.35499998927116394,0,0,42,0,2,0,0,0.2957596182823181,NA,0.3879999816417694,1,0,0,0.5755087733268738,23,0.37378644943237305,2,93.1063,10630,680,200,120,42,61,56,16,6.4375,44.5438762626263,13,93,93.1063,119,37,61,55,16,6.4375,44.5438762626263,13,NA,0.740740740740741,2500,50.833332,0.44543877,0.5083333,0,4.7619047,0,NA,100,0,0.1984157,0.8125,0.30952382,26,0.61904764,0.44543877,51.260506,0.5126051,0.3113676,0,58,8,-0.332,0.26,0.592,-0.8384294,-1.0330665,0
Bartlett,Dewey,OK,1,0,3,0,1,5,0,16,3,5,0,0,0,0,0,93,5,14100,1972,0,0,1972,0,0,0,52,0.4350000023841858,0,0,1,1,0.24899999797344208,0,0,19,0,6,6,3,0.6588736772537231,NA,0.5609999895095825,0,0,1,0.7485088109970093,6,0.33011165261268616,3,93.141,14100,30,200,67,19,16,47,11,3,11.6028708133971,2,93,93.141,67,16,16,47,11,3,11.6028708133971,2,NA,0.615384615384615,2704,23.880596,0.11602871,0.23880596,0,31.578947,100,50,84.210526,0,0.013462662,0.18181819,0.10526316,8,0.42105263,0.11602871,23.880596,0.23880596,-1.3174119,0,58,8,-0.332,0.26,0.592,-0.8384294,-0.8210961,3
